short_name;character;unicode;styles;keyword;categories
shuttle-van;;f5b6;regular;shuttle-van;
shuttlecock;;f45b;regular;shuttlecock;
sickle;;f822;regular;sickle;
sigma;;f68b;regular;sigma;
sign;;f4d9;regular;sign;
sign-in;;f090;regular;sign-in;
sign-in-alt;;f2f6;regular;sign-in-alt;
sign-language;;f2a7;regular;sign-language;
sign-out;;f08b;regular;sign-out;
sign-out-alt;;f2f5;regular;sign-out-alt;
signal;;f012;regular;signal;
signal-1;;f68c;regular;signal-1;
signal-2;;f68d;regular;signal-2;
signal-3;;f68e;regular;signal-3;
signal-4;;f68f;regular;signal-4;
signal-alt;;f690;regular;signal-alt;
signal-alt-1;;f691;regular;signal-alt-1;
signal-alt-2;;f692;regular;signal-alt-2;
signal-alt-3;;f693;regular;signal-alt-3;
signal-alt-slash;;f694;regular;signal-alt-slash;
signal-slash;;f695;regular;signal-slash;
signal-stream;;f8dd;regular;signal-stream;
signature;;f5b7;regular;signature;
sim-card;;f7c4;regular;sim-card;
sink;;e06d;regular;sink;
siren;;e02d;regular;siren;
siren-on;;e02e;regular;siren-on;
sitemap;;f0e8;regular;sitemap;
skating;;f7c5;regular;skating;
skeleton;;f620;regular;skeleton;
ski-jump;;f7c7;regular;ski-jump;
ski-lift;;f7c8;regular;ski-lift;
skiing;;f7c9;regular;skiing;
skiing-nordic;;f7ca;regular;skiing-nordic;
skull;;f54c;regular;skull;
skull-cow;;f8de;regular;skull-cow;
skull-crossbones;;f714;regular;skull-crossbones;
slash;;f715;regular;slash;
sledding;;f7cb;regular;sledding;
sleigh;;f7cc;regular;sleigh;
sliders-h;;f1de;regular;sliders-h;
sliders-h-square;;f3f0;regular;sliders-h-square;
sliders-v;;f3f1;regular;sliders-v;
sliders-v-square;;f3f2;regular;sliders-v-square;
smile;;f118;regular;smile;
smile-beam;;f5b8;regular;smile-beam;
smile-plus;;f5b9;regular;smile-plus;
smile-wink;;f4da;regular;smile-wink;
smog;;f75f;regular;smog;
smoke;;f760;regular;smoke;
smoking;;f48d;regular;smoking;
smoking-ban;;f54d;regular;smoking-ban;
sms;;f7cd;regular;sms;
snake;;f716;regular;snake;
snooze;;f880;regular;snooze;
snow-blowing;;f761;regular;snow-blowing;
snowboarding;;f7ce;regular;snowboarding;
snowflake;;f2dc;regular;snowflake;
snowflakes;;f7cf;regular;snowflakes;
snowman;;f7d0;regular;snowman;
snowmobile;;f7d1;regular;snowmobile;
snowplow;;f7d2;regular;snowplow;
soap;;e06e;regular;soap;
socks;;f696;regular;socks;
solar-panel;;f5ba;regular;solar-panel;
solar-system;;e02f;regular;solar-system;
sort;;f0dc;regular;sort;
sort-alpha-down;;f15d;regular;sort-alpha-down;
sort-alpha-down-alt;;f881;regular;sort-alpha-down-alt;
sort-alpha-up;;f15e;regular;sort-alpha-up;
sort-alpha-up-alt;;f882;regular;sort-alpha-up-alt;
sort-alt;;f883;regular;sort-alt;
sort-amount-down;;f160;regular;sort-amount-down;
sort-amount-down-alt;;f884;regular;sort-amount-down-alt;
sort-amount-up;;f161;regular;sort-amount-up;
sort-amount-up-alt;;f885;regular;sort-amount-up-alt;
sort-circle;;e030;regular;sort-circle;
sort-circle-down;;e031;regular;sort-circle-down;
sort-circle-up;;e032;regular;sort-circle-up;
sort-down;;f0dd;regular;sort-down;
sort-numeric-down;;f162;regular;sort-numeric-down;
sort-numeric-down-alt;;f886;regular;sort-numeric-down-alt;
sort-numeric-up;;f163;regular;sort-numeric-up;
sort-numeric-up-alt;;f887;regular;sort-numeric-up-alt;
sort-shapes-down;;f888;regular;sort-shapes-down;
sort-shapes-down-alt;;f889;regular;sort-shapes-down-alt;
sort-shapes-up;;f88a;regular;sort-shapes-up;
sort-shapes-up-alt;;f88b;regular;sort-shapes-up-alt;
sort-size-down;;f88c;regular;sort-size-down;
sort-size-down-alt;;f88d;regular;sort-size-down-alt;
sort-size-up;;f88e;regular;sort-size-up;
sort-size-up-alt;;f88f;regular;sort-size-up-alt;
sort-up;;f0de;regular;sort-up;
soup;;f823;regular;soup;
spa;;f5bb;regular;spa;
space-shuttle;;f197;regular;space-shuttle;
space-station-moon;;e033;regular;space-station-moon;
space-station-moon-alt;;e034;regular;space-station-moon-alt;
spade;;f2f4;regular;spade;
sparkles;;f890;regular;sparkles;
speaker;;f8df;regular;speaker;
speakers;;f8e0;regular;speakers;
spell-check;;f891;regular;spell-check;
spider;;f717;regular;spider;
spider-black-widow;;f718;regular;spider-black-widow;
spider-web;;f719;regular;spider-web;
spinner;;f110;regular;spinner;
spinner-third;;f3f4;regular;spinner-third;
splotch;;f5bc;regular;splotch;
spray-can;;f5bd;regular;spray-can;
sprinkler;;e035;regular;sprinkler;
square;;f0c8;regular;square;
square-full;;f45c;regular;square-full;
square-root;;f697;regular;square-root;
square-root-alt;;f698;regular;square-root-alt;
squirrel;;f71a;regular;squirrel;
staff;;f71b;regular;staff;
stamp;;f5bf;regular;stamp;
star;;f005;regular;star;
star-and-crescent;;f699;regular;star-and-crescent;
star-christmas;;f7d4;regular;star-christmas;
star-exclamation;;f2f3;regular;star-exclamation;
star-half;;f089;regular;star-half;
star-half-alt;;f5c0;regular;star-half-alt;
star-of-david;;f69a;regular;star-of-david;
star-of-life;;f621;regular;star-of-life;
star-shooting;;e036;regular;star-shooting;
starfighter;;e037;regular;starfighter;
starfighter-alt;;e038;regular;starfighter-alt;
stars;;f762;regular;stars;
starship;;e039;regular;starship;
starship-freighter;;e03a;regular;starship-freighter;
steak;;f824;regular;steak;
steering-wheel;;f622;regular;steering-wheel;
step-backward;;f048;regular;step-backward;
step-forward;;f051;regular;step-forward;
stethoscope;;f0f1;regular;stethoscope;
sticky-note;;f249;regular;sticky-note;
stocking;;f7d5;regular;stocking;
stomach;;f623;regular;stomach;
stop;;f04d;regular;stop;
stop-circle;;f28d;regular;stop-circle;
stopwatch;;f2f2;regular;stopwatch;
stopwatch-20;;e06f;regular;stopwatch-20;
store;;f54e;regular;store;
store-alt;;f54f;regular;store-alt;
store-alt-slash;;e070;regular;store-alt-slash;
store-slash;;e071;regular;store-slash;
stream;;f550;regular;stream;
street-view;;f21d;regular;street-view;
stretcher;;f825;regular;stretcher;
strikethrough;;f0cc;regular;strikethrough;
stroopwafel;;f551;regular;stroopwafel;
subscript;;f12c;regular;subscript;
subway;;f239;regular;subway;
suitcase;;f0f2;regular;suitcase;
suitcase-rolling;;f5c1;regular;suitcase-rolling;
sun;;f185;regular;sun;
sun-cloud;;f763;regular;sun-cloud;
sun-dust;;f764;regular;sun-dust;
sun-haze;;f765;regular;sun-haze;
sunglasses;;f892;regular;sunglasses;
sunrise;;f766;regular;sunrise;
sunset;;f767;regular;sunset;
superscript;;f12b;regular;superscript;
surprise;;f5c2;regular;surprise;
swatchbook;;f5c3;regular;swatchbook;
swimmer;;f5c4;regular;swimmer;
swimming-pool;;f5c5;regular;swimming-pool;
sword;;f71c;regular;sword;
sword-laser;;e03b;regular;sword-laser;
sword-laser-alt;;e03c;regular;sword-laser-alt;
swords;;f71d;regular;swords;
swords-laser;;e03d;regular;swords-laser;
synagogue;;f69b;regular;synagogue;
sync;;f021;regular;sync;
sync-alt;;f2f1;regular;sync-alt;
syringe;;f48e;regular;syringe;
table;;f0ce;regular;table;
table-tennis;;f45d;regular;table-tennis;
tablet;;f10a;regular;tablet;
tablet-alt;;f3fa;regular;tablet-alt;
tablet-android;;f3fb;regular;tablet-android;
tablet-android-alt;;f3fc;regular;tablet-android-alt;
tablet-rugged;;f48f;regular;tablet-rugged;
tablets;;f490;regular;tablets;
tachometer;;f0e4;regular;tachometer;
tachometer-alt;;f3fd;regular;tachometer-alt;
tachometer-alt-average;;f624;regular;tachometer-alt-average;
tachometer-alt-fast;;f625;regular;tachometer-alt-fast;
tachometer-alt-fastest;;f626;regular;tachometer-alt-fastest;
tachometer-alt-slow;;f627;regular;tachometer-alt-slow;
tachometer-alt-slowest;;f628;regular;tachometer-alt-slowest;
tachometer-average;;f629;regular;tachometer-average;
tachometer-fast;;f62a;regular;tachometer-fast;
tachometer-fastest;;f62b;regular;tachometer-fastest;
tachometer-slow;;f62c;regular;tachometer-slow;
tachometer-slowest;;f62d;regular;tachometer-slowest;
taco;;f826;regular;taco;
tag;;f02b;regular;tag;
tags;;f02c;regular;tags;
tally;;f69c;regular;tally;
tanakh;;f827;regular;tanakh;
tape;;f4db;regular;tape;
tasks;;f0ae;regular;tasks;
tasks-alt;;f828;regular;tasks-alt;
taxi;;f1ba;regular;taxi;
teeth;;f62e;regular;teeth;
teeth-open;;f62f;regular;teeth-open;
telescope;;e03e;regular;telescope;
temperature-down;;e03f;regular;temperature-down;
temperature-frigid;;f768;regular;temperature-frigid;
temperature-high;;f769;regular;temperature-high;
temperature-hot;;f76a;regular;temperature-hot;
temperature-low;;f76b;regular;temperature-low;
temperature-up;;e040;regular;temperature-up;
tenge;;f7d7;regular;tenge;
tennis-ball;;f45e;regular;tennis-ball;
terminal;;f120;regular;terminal;
text;;f893;regular;text;
text-height;;f034;regular;text-height;
text-size;;f894;regular;text-size;
text-width;;f035;regular;text-width;
th;;f00a;regular;th;
th-large;;f009;regular;th-large;
th-list;;f00b;regular;th-list;
theater-masks;;f630;regular;theater-masks;
thermometer;;f491;regular;thermometer;
thermometer-empty;;f2cb;regular;thermometer-empty;
thermometer-full;;f2c7;regular;thermometer-full;
thermometer-half;;f2c9;regular;thermometer-half;
thermometer-quarter;;f2ca;regular;thermometer-quarter;
thermometer-three-quarters;;f2c8;regular;thermometer-three-quarters;
theta;;f69e;regular;theta;
thumbs-down;;f165;regular;thumbs-down;
thumbs-up;;f164;regular;thumbs-up;
thumbtack;;f08d;regular;thumbtack;
thunderstorm;;f76c;regular;thunderstorm;
thunderstorm-moon;;f76d;regular;thunderstorm-moon;
thunderstorm-sun;;f76e;regular;thunderstorm-sun;
ticket;;f145;regular;ticket;
ticket-alt;;f3ff;regular;ticket-alt;
tilde;;f69f;regular;tilde;
times;;f00d;regular;times;
times-circle;;f057;regular;times-circle;
times-hexagon;;f2ee;regular;times-hexagon;
times-octagon;;f2f0;regular;times-octagon;
times-square;;f2d3;regular;times-square;
tint;;f043;regular;tint;
tint-slash;;f5c7;regular;tint-slash;
tire;;f631;regular;tire;
tire-flat;;f632;regular;tire-flat;
tire-pressure-warning;;f633;regular;tire-pressure-warning;
tire-rugged;;f634;regular;tire-rugged;
tired;;f5c8;regular;tired;
toggle-off;;f204;regular;toggle-off;
toggle-on;;f205;regular;toggle-on;
toilet;;f7d8;regular;toilet;
toilet-paper;;f71e;regular;toilet-paper;
toilet-paper-alt;;f71f;regular;toilet-paper-alt;
toilet-paper-slash;;e072;regular;toilet-paper-slash;
tombstone;;f720;regular;tombstone;
tombstone-alt;;f721;regular;tombstone-alt;
toolbox;;f552;regular;toolbox;
tools;;f7d9;regular;tools;
tooth;;f5c9;regular;tooth;
toothbrush;;f635;regular;toothbrush;
torah;;f6a0;regular;torah;
torii-gate;;f6a1;regular;torii-gate;
tornado;;f76f;regular;tornado;
tractor;;f722;regular;tractor;
trademark;;f25c;regular;trademark;
traffic-cone;;f636;regular;traffic-cone;
traffic-light;;f637;regular;traffic-light;
traffic-light-go;;f638;regular;traffic-light-go;
traffic-light-slow;;f639;regular;traffic-light-slow;
traffic-light-stop;;f63a;regular;traffic-light-stop;
trailer;;e041;regular;trailer;
train;;f238;regular;train;
tram;;f7da;regular;tram;
transgender;;f224;regular;transgender;
transgender-alt;;f225;regular;transgender-alt;
transporter;;e042;regular;transporter;
transporter-1;;e043;regular;transporter-1;
transporter-2;;e044;regular;transporter-2;
transporter-3;;e045;regular;transporter-3;
transporter-empty;;e046;regular;transporter-empty;
trash;;f1f8;regular;trash;
trash-alt;;f2ed;regular;trash-alt;
trash-restore;;f829;regular;trash-restore;
trash-restore-alt;;f82a;regular;trash-restore-alt;
trash-undo;;f895;regular;trash-undo;
trash-undo-alt;;f896;regular;trash-undo-alt;
treasure-chest;;f723;regular;treasure-chest;
tree;;f1bb;regular;tree;
tree-alt;;f400;regular;tree-alt;
tree-christmas;;f7db;regular;tree-christmas;
tree-decorated;;f7dc;regular;tree-decorated;
tree-large;;f7dd;regular;tree-large;
tree-palm;;f82b;regular;tree-palm;
trees;;f724;regular;trees;
triangle;;f2ec;regular;triangle;
triangle-music;;f8e2;regular;triangle-music;
trophy;;f091;regular;trophy;
trophy-alt;;f2eb;regular;trophy-alt;
truck;;f0d1;regular;truck;
truck-container;;f4dc;regular;truck-container;
truck-couch;;f4dd;regular;truck-couch;
truck-loading;;f4de;regular;truck-loading;
truck-monster;;f63b;regular;truck-monster;
truck-moving;;f4df;regular;truck-moving;
truck-pickup;;f63c;regular;truck-pickup;
truck-plow;;f7de;regular;truck-plow;
truck-ramp;;f4e0;regular;truck-ramp;
trumpet;;f8e3;regular;trumpet;
tshirt;;f553;regular;tshirt;
tty;;f1e4;regular;tty;
turkey;;f725;regular;turkey;
turntable;;f8e4;regular;turntable;
turtle;;f726;regular;turtle;
tv;;f26c;regular;tv;
tv-alt;;f8e5;regular;tv-alt;
tv-music;;f8e6;regular;tv-music;
tv-retro;;f401;regular;tv-retro;
typewriter;;f8e7;regular;typewriter;
ufo;;e047;regular;ufo;
ufo-beam;;e048;regular;ufo-beam;
umbrella;;f0e9;regular;umbrella;
umbrella-beach;;f5ca;regular;umbrella-beach;
underline;;f0cd;regular;underline;
undo;;f0e2;regular;undo;
undo-alt;;f2ea;regular;undo-alt;
unicorn;;f727;regular;unicorn;
union;;f6a2;regular;union;
universal-access;;f29a;regular;universal-access;
university;;f19c;regular;university;
unlink;;f127;regular;unlink;
unlock;;f09c;regular;unlock;
unlock-alt;;f13e;regular;unlock-alt;
upload;;f093;regular;upload;
usb-drive;;f8e9;regular;usb-drive;
usd-circle;;f2e8;regular;usd-circle;
usd-square;;f2e9;regular;usd-square;
user;;f007;regular;user;
user-alien;;e04a;regular;user-alien;
user-alt;;f406;regular;user-alt;
user-alt-slash;;f4fa;regular;user-alt-slash;
user-astronaut;;f4fb;regular;user-astronaut;
user-chart;;f6a3;regular;user-chart;
user-check;;f4fc;regular;user-check;
user-circle;;f2bd;regular;user-circle;
user-clock;;f4fd;regular;user-clock;
user-cog;;f4fe;regular;user-cog;
user-cowboy;;f8ea;regular;user-cowboy;
user-crown;;f6a4;regular;user-crown;
user-edit;;f4ff;regular;user-edit;
user-friends;;f500;regular;user-friends;
user-graduate;;f501;regular;user-graduate;
user-hard-hat;;f82c;regular;user-hard-hat;
user-headset;;f82d;regular;user-headset;
user-injured;;f728;regular;user-injured;
user-lock;;f502;regular;user-lock;
user-md;;f0f0;regular;user-md;
user-md-chat;;f82e;regular;user-md-chat;
user-minus;;f503;regular;user-minus;
user-music;;f8eb;regular;user-music;
user-ninja;;f504;regular;user-ninja;
user-nurse;;f82f;regular;user-nurse;
user-plus;;f234;regular;user-plus;
user-robot;;e04b;regular;user-robot;
user-secret;;f21b;regular;user-secret;
user-shield;;f505;regular;user-shield;
user-slash;;f506;regular;user-slash;
user-tag;;f507;regular;user-tag;
user-tie;;f508;regular;user-tie;
user-times;;f235;regular;user-times;
user-unlock;;e058;regular;user-unlock;
user-visor;;e04c;regular;user-visor;
users;;f0c0;regular;users;
users-class;;f63d;regular;users-class;
users-cog;;f509;regular;users-cog;
users-crown;;f6a5;regular;users-crown;
users-medical;;f830;regular;users-medical;
users-slash;;e073;regular;users-slash;
utensil-fork;;f2e3;regular;utensil-fork;
utensil-knife;;f2e4;regular;utensil-knife;
utensil-spoon;;f2e5;regular;utensil-spoon;
utensils;;f2e7;regular;utensils;
utensils-alt;;f2e6;regular;utensils-alt;
vacuum;;e04d;regular;vacuum;
vacuum-robot;;e04e;regular;vacuum-robot;
value-absolute;;f6a6;regular;value-absolute;
vector-square;;f5cb;regular;vector-square;
venus;;f221;regular;venus;
venus-double;;f226;regular;venus-double;
venus-mars;;f228;regular;venus-mars;
vest;;e085;regular;vest;
vest-patches;;e086;regular;vest-patches;
vhs;;f8ec;regular;vhs;
vial;;f492;regular;vial;
vials;;f493;regular;vials;
video;;f03d;regular;video;
video-plus;;f4e1;regular;video-plus;
video-slash;;f4e2;regular;video-slash;
vihara;;f6a7;regular;vihara;
violin;;f8ed;regular;violin;
virus;;e074;regular;virus;
virus-slash;;e075;regular;virus-slash;
viruses;;e076;regular;viruses;
voicemail;;f897;regular;voicemail;
volcano;;f770;regular;volcano;
volleyball-ball;;f45f;regular;volleyball-ball;
volume;;f6a8;regular;volume;
volume-down;;f027;regular;volume-down;
volume-mute;;f6a9;regular;volume-mute;
volume-off;;f026;regular;volume-off;
volume-slash;;f2e2;regular;volume-slash;
volume-up;;f028;regular;volume-up;
vote-nay;;f771;regular;vote-nay;
vote-yea;;f772;regular;vote-yea;
vr-cardboard;;f729;regular;vr-cardboard;
wagon-covered;;f8ee;regular;wagon-covered;
walker;;f831;regular;walker;
walkie-talkie;;f8ef;regular;walkie-talkie;
walking;;f554;regular;walking;
wallet;;f555;regular;wallet;
wand;;f72a;regular;wand;
wand-magic;;f72b;regular;wand-magic;
warehouse;;f494;regular;warehouse;
warehouse-alt;;f495;regular;warehouse-alt;
washer;;f898;regular;washer;
watch;;f2e1;regular;watch;
watch-calculator;;f8f0;regular;watch-calculator;
watch-fitness;;f63e;regular;watch-fitness;
water;;f773;regular;water;
water-lower;;f774;regular;water-lower;
water-rise;;f775;regular;water-rise;
wave-sine;;f899;regular;wave-sine;
wave-square;;f83e;regular;wave-square;
wave-triangle;;f89a;regular;wave-triangle;
waveform;;f8f1;regular;waveform;
waveform-path;;f8f2;regular;waveform-path;
webcam;;f832;regular;webcam;
webcam-slash;;f833;regular;webcam-slash;
weight;;f496;regular;weight;
weight-hanging;;f5cd;regular;weight-hanging;
whale;;f72c;regular;whale;
wheat;;f72d;regular;wheat;
wheelchair;;f193;regular;wheelchair;
whistle;;f460;regular;whistle;
wifi;;f1eb;regular;wifi;
wifi-1;;f6aa;regular;wifi-1;
wifi-2;;f6ab;regular;wifi-2;
wifi-slash;;f6ac;regular;wifi-slash;
wind;;f72e;regular;wind;
wind-turbine;;f89b;regular;wind-turbine;
wind-warning;;f776;regular;wind-warning;
window;;f40e;regular;window;
window-alt;;f40f;regular;window-alt;
window-close;;f410;regular;window-close;
window-frame;;e04f;regular;window-frame;
window-frame-open;;e050;regular;window-frame-open;
window-maximize;;f2d0;regular;window-maximize;
window-minimize;;f2d1;regular;window-minimize;
window-restore;;f2d2;regular;window-restore;
windsock;;f777;regular;windsock;
wine-bottle;;f72f;regular;wine-bottle;
wine-glass;;f4e3;regular;wine-glass;
wine-glass-alt;;f5ce;regular;wine-glass-alt;
won-sign;;f159;regular;won-sign;
wreath;;f7e2;regular;wreath;
wrench;;f0ad;regular;wrench;
x-ray;;f497;regular;x-ray;
yen-sign;;f157;regular;yen-sign;
yin-yang;;f6ad;regular;yin-yang;
